Periode,Antal,Recidivhændelser,Uddannelse,Køn,Alder
2008–2010,305,4-9 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2008–2010,221,4-9 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2008–2010,170,4-9 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2008–2010,118,4-9 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2008–2010,168,4-9 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2008–2010,39,4-9 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2008–2010,21,4-9 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2008–2010,3,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2008–2010,7,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2008–2010,5,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2008–2010,14,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2008–2010,10,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2008–2010,13,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2008–2010,5,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2008–2010,3,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2008–2010,0,4-9 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2008–2010,11,4-9 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2008–2010,18,4-9 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2008–2010,15,4-9 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2008–2010,24,4-9 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2008–2010,29,4-9 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2008–2010,14,4-9 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2008–2010,8,4-9 tilbagefald,Videregående uddannelse,Mænd,60+ år
2008–2010,0,4-9 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2008–2010,3,4-9 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2008–2010,1,4-9 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2008–2010,3,4-9 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2008–2010,1,4-9 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2008–2010,6,4-9 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2008–2010,4,4-9 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2008–2010,2,4-9 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2008–2010,70,4-9 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2008–2010,118,4-9 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2008–2010,65,4-9 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2008–2010,53,4-9 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2008–2010,43,4-9 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2008–2010,75,4-9 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2008–2010,11,4-9 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2008–2010,1,4-9 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2008–2010,6,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2008–2010,1,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2008–2010,3,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2008–2010,1,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2008–2010,3,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2008–2010,3,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2008–2010,1,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2008–2010,0,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2008–2010,479,10 eller flere tilbagefald,Grundskole,Mænd,15–19 år
2008–2010,491,10 eller flere tilbagefald,Grundskole,Mænd,20–24 år
2008–2010,303,10 eller flere tilbagefald,Grundskole,Mænd,25–29 år
2008–2010,196,10 eller flere tilbagefald,Grundskole,Mænd,30–34 år
2008–2010,115,10 eller flere tilbagefald,Grundskole,Mænd,35–39 år
2008–2010,114,10 eller flere tilbagefald,Grundskole,Mænd,40–49 år
2008–2010,14,10 eller flere tilbagefald,Grundskole,Mænd,50–59 år
2008–2010,3,10 eller flere tilbagefald,Grundskole,Mænd,60+ år
2008–2010,7,10 eller flere tilbagefald,Grundskole,Kvinder,15–19 år
2008–2010,16,10 eller flere tilbagefald,Grundskole,Kvinder,20–24 år
2008–2010,13,10 eller flere tilbagefald,Grundskole,Kvinder,25–29 år
2008–2010,13,10 eller flere tilbagefald,Grundskole,Kvinder,30–34 år
2008–2010,15,10 eller flere tilbagefald,Grundskole,Kvinder,35–39 år
2008–2010,13,10 eller flere tilbagefald,Grundskole,Kvinder,40–49 år
2008–2010,2,10 eller flere tilbagefald,Grundskole,Kvinder,50–59 år
2008–2010,1,10 eller flere tilbagefald,Grundskole,Kvinder,60+ år
2008–2010,5,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2008–2010,14,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2008–2010,6,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2008–2010,4,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2008–2010,2,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2008–2010,4,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2008–2010,2,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2008–2010,0,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2008–2010,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2008–2010,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2008–2010,1,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2008–2010,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2008–2010,2,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2008–2010,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2008–2010,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2008–2010,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2008–2010,102,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2008–2010,87,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2008–2010,54,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2008–2010,43,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2008–2010,36,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2008–2010,35,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2008–2010,5,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2008–2010,1,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2008–2010,0,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2008–2010,0,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2008–2010,3,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2008–2010,3,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2008–2010,1,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2008–2010,4,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2008–2010,2,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2008–2010,0,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2008–2010,0,10 eller flere tilbagefald,Videregående uddannelse,Mænd,15–19 år
2008–2010,1,10 eller flere tilbagefald,Videregående uddannelse,Mænd,20–24 år
2008–2010,3,10 eller flere tilbagefald,Videregående uddannelse,Mænd,25–29 år
2008–2010,0,10 eller flere tilbagefald,Videregående uddannelse,Mænd,30–34 år
2008–2010,8,10 eller flere tilbagefald,Videregående uddannelse,Mænd,35–39 år
2008–2010,8,10 eller flere tilbagefald,Videregående uddannelse,Mænd,40–49 år
2008–2010,1,10 eller flere tilbagefald,Videregående uddannelse,Mænd,50–59 år
2008–2010,1,10 eller flere tilbagefald,Videregående uddannelse,Mænd,60+ år
2008–2010,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2008–2010,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2008–2010,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2008–2010,2,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2008–2010,2,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2008–2010,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2008–2010,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2008–2010,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,60+ år
2008–2010,54,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2008–2010,79,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2008–2010,52,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2008–2010,29,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2008–2010,30,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2008–2010,21,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2008–2010,3,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2008–2010,0,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2008–2010,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2008–2010,3,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2008–2010,1,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2008–2010,1,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2008–2010,1,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2008–2010,2,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2008–2010,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2008–2010,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2009–2011,3727,Ingen tilbagefald,Grundskole,Mænd,15–19 år
2009–2011,3102,Ingen tilbagefald,Grundskole,Mænd,20–24 år
2009–2011,2150,Ingen tilbagefald,Grundskole,Mænd,25–29 år
2009–2011,2051,Ingen tilbagefald,Grundskole,Mænd,30–34 år
2009–2011,2153,Ingen tilbagefald,Grundskole,Mænd,35–39 år
2009–2011,4281,Ingen tilbagefald,Grundskole,Mænd,40–49 år
2009–2011,2613,Ingen tilbagefald,Grundskole,Mænd,50–59 år
2009–2011,2333,Ingen tilbagefald,Grundskole,Mænd,60+ år
2009–2011,1260,Ingen tilbagefald,Grundskole,Kvinder,15–19 år
2009–2011,799,Ingen tilbagefald,Grundskole,Kvinder,20–24 år
2009–2011,586,Ingen tilbagefald,Grundskole,Kvinder,25–29 år
2009–2011,569,Ingen tilbagefald,Grundskole,Kvinder,30–34 år
2009–2011,651,Ingen tilbagefald,Grundskole,Kvinder,35–39 år
2009–2011,1353,Ingen tilbagefald,Grundskole,Kvinder,40–49 år
2009–2011,933,Ingen tilbagefald,Grundskole,Kvinder,50–59 år
2009–2011,889,Ingen tilbagefald,Grundskole,Kvinder,60+ år
2009–2011,1357,Ingen tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2009–2011,1193,Ingen tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2009–2011,440,Ingen tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2009–2011,483,Ingen tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2009–2011,439,Ingen tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2009–2011,880,Ingen tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2009–2011,415,Ingen tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2009–2011,193,Ingen tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2009–2011,503,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2009–2011,475,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2009–2011,152,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2009–2011,165,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2009–2011,199,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2009–2011,423,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2009–2011,122,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2009–2011,39,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2009–2011,2265,Ingen tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2009–2011,3502,Ingen tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2009–2011,3065,Ingen tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2009–2011,3277,Ingen tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2009–2011,3389,Ingen tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2009–2011,6988,Ingen tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2009–2011,4182,Ingen tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2009–2011,2914,Ingen tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2009–2011,352,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2009–2011,693,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2009–2011,829,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2009–2011,1048,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2009–2011,1220,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2009–2011,2403,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2009–2011,1033,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2009–2011,794,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2009–2011,18,Ingen tilbagefald,Videregående uddannelse,Mænd,15–19 år
2009–2011,681,Ingen tilbagefald,Videregående uddannelse,Mænd,20–24 år
2009–2011,1122,Ingen tilbagefald,Videregående uddannelse,Mænd,25–29 år
2009–2011,1496,Ingen tilbagefald,Videregående uddannelse,Mænd,30–34 år
2009–2011,1838,Ingen tilbagefald,Videregående uddannelse,Mænd,35–39 år
2009–2011,3622,Ingen tilbagefald,Videregående uddannelse,Mænd,40–49 år
2009–2011,2277,Ingen tilbagefald,Videregående uddannelse,Mænd,50–59 år
2009–2011,1744,Ingen tilbagefald,Videregående uddannelse,Mænd,60+ år
2009–2011,10,Ingen tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2009–2011,418,Ingen tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2009–2011,736,Ingen tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2009–2011,967,Ingen tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2009–2011,1220,Ingen tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2009–2011,2304,Ingen tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2009–2011,1370,Ingen tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2009–2011,709,Ingen tilbagefald,Videregående uddannelse,Kvinder,60+ år
2009–2011,105,Ingen tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2009–2011,452,Ingen tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2009–2011,562,Ingen tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2009–2011,467,Ingen tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2009–2011,393,Ingen tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2009–2011,755,Ingen tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2009–2011,458,Ingen tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2009–2011,263,Ingen tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2009–2011,32,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2009–2011,127,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2009–2011,109,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2009–2011,87,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2009–2011,91,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2009–2011,135,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2009–2011,103,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2009–2011,65,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2009–2011,1441,1 tilbagefald,Grundskole,Mænd,15–19 år
2009–2011,1253,1 tilbagefald,Grundskole,Mænd,20–24 år
2009–2011,823,1 tilbagefald,Grundskole,Mænd,25–29 år
2009–2011,703,1 tilbagefald,Grundskole,Mænd,30–34 år
2009–2011,662,1 tilbagefald,Grundskole,Mænd,35–39 år
2009–2011,1046,1 tilbagefald,Grundskole,Mænd,40–49 år
2009–2011,515,1 tilbagefald,Grundskole,Mænd,50–59 år
2009–2011,277,1 tilbagefald,Grundskole,Mænd,60+ år
2009–2011,182,1 tilbagefald,Grundskole,Kvinder,15–19 år
2009–2011,151,1 tilbagefald,Grundskole,Kvinder,20–24 år
2009–2011,106,1 tilbagefald,Grundskole,Kvinder,25–29 år
2009–2011,113,1 tilbagefald,Grundskole,Kvinder,30–34 år
2009–2011,136,1 tilbagefald,Grundskole,Kvinder,35–39 år
2009–2011,223,1 tilbagefald,Grundskole,Kvinder,40–49 år
2009–2011,80,1 tilbagefald,Grundskole,Kvinder,50–59 år
2009–2011,76,1 tilbagefald,Grundskole,Kvinder,60+ år
2009–2011,275,1 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2009–2011,236,1 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2009–2011,122,1 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2009–2011,105,1 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2009–2011,121,1 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2009–2011,169,1 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2009–2011,64,1 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2009–2011,28,1 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2009–2011,30,1 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2009–2011,30,1 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2009–2011,21,1 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2009–2011,35,1 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2009–2011,28,1 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2009–2011,56,1 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2009–2011,13,1 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2009–2011,2,1 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2009–2011,772,1 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2009–2011,1013,1 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2009–2011,721,1 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2009–2011,769,1 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2009–2011,692,1 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2009–2011,1358,1 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2009–2011,654,1 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2009–2011,288,1 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2009–2011,45,1 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2009–2011,67,1 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2009–2011,78,1 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2009–2011,107,1 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2009–2011,131,1 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2009–2011,255,1 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2009–2011,107,1 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2009–2011,63,1 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2009–2011,2,1 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2009–2011,94,1 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2009–2011,154,1 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2009–2011,244,1 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2009–2011,284,1 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2009–2011,621,1 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2009–2011,343,1 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2009–2011,202,1 tilbagefald,Videregående uddannelse,Mænd,60+ år
2009–2011,0,1 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2009–2011,31,1 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2009–2011,63,1 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2009–2011,87,1 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2009–2011,123,1 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2009–2011,235,1 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2009–2011,110,1 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2009–2011,39,1 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2009–2011,28,1 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2009–2011,157,1 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2009–2011,154,1 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2009–2011,124,1 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2009–2011,100,1 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2009–2011,141,1 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2009–2011,68,1 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2009–2011,38,1 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2009–2011,5,1 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2009–2011,12,1 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2009–2011,12,1 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2009–2011,13,1 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2009–2011,10,1 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2009–2011,23,1 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2009–2011,11,1 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2009–2011,10,1 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2009–2011,716,2 tilbagefald,Grundskole,Mænd,15–19 år
2009–2011,694,2 tilbagefald,Grundskole,Mænd,20–24 år
2009–2011,440,2 tilbagefald,Grundskole,Mænd,25–29 år
2009–2011,369,2 tilbagefald,Grundskole,Mænd,30–34 år
2009–2011,300,2 tilbagefald,Grundskole,Mænd,35–39 år
2009–2011,474,2 tilbagefald,Grundskole,Mænd,40–49 år
2009–2011,169,2 tilbagefald,Grundskole,Mænd,50–59 år
