Periode,Antal,Recidivhændelser,Tidligere_domme,Varighed_til_tilbagefald,Køn,Alder
2009–2011,0,2 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,2 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,2 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,2 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,2 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,2 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,2 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,2 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,3 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,3 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,3 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,3 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,3 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,3 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,3 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,4-9 tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,4-9 tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,4-9 tilbagefald,2 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,4-9 tilbagefald,3 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,4-9 tilbagefald,4 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,4-9 tilbagefald,5-9 Tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,4-9 tilbagefald,10 eller flere tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,50–59 år
2009–2011,0,10 eller flere tilbagefald,Ingen tidligere domme,Ingen tilbagefald,Kvinder,60+ år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,20–24 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,25–29 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,30–34 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,35–39 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,40–49 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,50–59 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Mænd,60+ år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,20–24 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,25–29 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,30–34 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,35–39 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,40–49 år
2009–2011,0,10 eller flere tilbagefald,1 Tidligere dom,Ingen tilbagefald,Kvinder,50–59 år
